3,1,5448,Michael Vick,BN,0.0
3,1,6824,Nate Kaeding,K,3.0
3,1,100010,Tennessee,DEF,14.0
3,2,1025,Brett Favre,QB,12.2
3,2,6762,Larry Fitzgerald,WR,9.4
3,2,8256,Calvin Johnson,WR,13.2
3,2,3664,Terrell Owens,WR,12.0
3,2,7178,Ronnie Brown,RB,21.6
3,2,5036,Thomas Jones,RB,5.8
3,2,6840,Chris Cooley,TE,11.8
3,2,6849,Matt Schaub,BN,26.68
3,2,6591,Kevin Walter,BN,0.0
3,2,8504,Ahmad Bradshaw,BN,5.5
3,2,8951,Josh Morgan,BN,0.0
3,2,7108,Earnest Graham,BN,2.4
3,2,5448,Michael Vick,BN,0.0
3,2,6824,Nate Kaeding,K,8.0
3,2,100010,Tennessee,DEF,-1.0
3,3,1025,Brett Favre,QB,17.14
3,3,6762,Larry Fitzgerald,WR,11.1
3,3,8256,Calvin Johnson,WR,8.3
3,3,3664,Terrell Owens,WR,0.0
3,3,7178,Ronnie Brown,RB,13.0
3,3,5036,Thomas Jones,RB,2.7
3,3,6840,Chris Cooley,TE,5.3
3,3,6849,Matt Schaub,BN,20.5
3,3,6591,Kevin Walter,BN,18.2
3,3,8504,Ahmad Bradshaw,BN,10.4
3,3,8951,Josh Morgan,BN,6.7
3,3,7108,Earnest Graham,BN,0.0
3,3,5448,Michael Vick,BN,0.7
3,3,6824,Nate Kaeding,K,6.0
3,3,100010,Tennessee,DEF,7.0
3,4,6849,Matt Schaub,QB,10.86
3,4,8256,Calvin Johnson,WR,18.5
3,4,3664,Terrell Owens,WR,7.5
3,4,6591,Kevin Walter,WR,4.6
3,4,7178,Ronnie Brown,RB,19.5
3,4,5036,Thomas Jones,RB,8.8
3,4,6840,Chris Cooley,TE,13.0
3,4,1025,Brett Favre,BN,19.64
3,4,6762,Larry Fitzgerald,BN,0.0
3,4,8504,Ahmad Bradshaw,BN,6.4
3,4,8951,Josh Morgan,BN,8.9
3,4,7108,Earnest Graham,BN,2.7
3,4,5448,Michael Vick,BN,0.0
3,4,6824,Nate Kaeding,K,0.0
3,4,100010,Tennessee,DEF,0.0
3,5,6849,Matt Schaub,QB,20.34
3,5,8256,Calvin Johnson,WR,0.7
3,5,3664,Terrell Owens,WR,7.0
3,5,6762,Larry Fitzgerald,WR,18.4
3,5,7178,Ronnie Brown,RB,19.14
3,5,5036,Thomas Jones,RB,12.2
3,5,6840,Chris Cooley,TE,0.0
3,5,6591,Kevin Walter,BN,5.6
3,5,1025,Brett Favre,BN,11.58
3,5,8504,Ahmad Bradshaw,BN,25.0
3,5,8951,Josh Morgan,BN,9.8
3,5,7108,Earnest Graham,BN,0.0
3,5,5448,Michael Vick,BN,1.04
3,5,6896,Josh Scobee,K,0.0
3,5,100010,Tennessee,DEF,3.0
3,6,6849,Matt Schaub,QB,26.58
3,6,8256,Calvin Johnson,WR,0.0
3,6,3664,Terrell Owens,WR,3.7
3,6,6762,Larry Fitzgerald,WR,20.5
3,6,5036,Thomas Jones,RB,27.7
3,6,8504,Ahmad Bradshaw,RB,8.8
3,6,6840,Chris Cooley,TE,8.2
3,6,7178,Ronnie Brown,BN,0.0
3,6,6591,Kevin Walter,BN,4.4
3,6,1025,Brett Favre,BN,20.12
3,6,8951,Josh Morgan,BN,0.0
3,6,7108,Earnest Graham,BN,0.7
3,6,5448,Michael Vick,BN,-0.4
3,6,6896,Josh Scobee,K,2.0
3,6,100010,Tennessee,DEF,-2.0
3,7,6849,Matt Schaub,QB,17.46
3,7,3664,Terrell Owens,WR,4.3
3,7,6762,Larry Fitzgerald,WR,11.3
3,7,6591,Kevin Walter,WR,4.4
3,7,5036,Thomas Jones,RB,16.9
3,7,7178,Ronnie Brown,RB,8.8
3,7,6840,Chris Cooley,TE,3.1
3,7,8256,Calvin Johnson,BN,0.0
3,7,8504,Ahmad Bradshaw,BN,1.2
3,7,1025,Brett Favre,BN,10.26
3,7,8951,Josh Morgan,BN,8.8
3,7,7108,Earnest Graham,BN,0.0
3,7,5448,Michael Vick,BN,1.1
3,7,549,John Carney,K,5.0
3,7,100002,Buffalo,DEF,14.0
3,8,6849,Matt Schaub,QB,11.02
3,8,3664,Terrell Owens,WR,13.3
3,8,6762,Larry Fitzgerald,WR,9.6
3,8,6591,Kevin Walter,WR,6.2
3,8,5036,Thomas Jones,RB,13.5
3,8,7178,Ronnie Brown,RB,3.4
3,8,7810,Tony Scheffler,TE,1.4
3,8,6840,Chris Cooley,BN,0.0
3,8,8256,Calvin Johnson,BN,0.0
3,8,8504,Ahmad Bradshaw,BN,6.1
3,8,1025,Brett Favre,BN,21.76
3,8,8951,Josh Morgan,BN,0.8
3,8,7108,Earnest Graham,BN,0.0
3,8,549,John Carney,K,0.0
3,8,100002,Buffalo,DEF,6.0
3,9,6849,Matt Schaub,QB,15.54
3,9,6762,Larry Fitzgerald,WR,24.8
3,9,6591,Kevin Walter,WR,9.2
3,9,8951,Josh Morgan,WR,3.0
3,9,7178,Ronnie Brown,RB,10.44
3,9,8504,Ahmad Bradshaw,RB,8.1
3,9,7810,Tony Scheffler,TE,0.8
3,9,3664,Terrell Owens,BN,0.0
3,9,5036,Thomas Jones,BN,0.0
3,9,6840,Chris Cooley,BN,0.0
3,9,8256,Calvin Johnson,BN,3.7
3,9,1025,Brett Favre,BN,0.0
3,9,7108,Earnest Graham,BN,0.0
3,9,549,John Carney,K,7.0
3,9,100002,Buffalo,DEF,0.0
3,10,6849,Matt Schaub,QB,0.0
3,10,6762,Larry Fitzgerald,WR,14.8
3,10,6591,Kevin Walter,WR,0.0
3,10,8951,Josh Morgan,WR,3.9
3,10,7178,Ronnie Brown,RB,12.8
3,10,8504,Ahmad Bradshaw,RB,0.0
3,10,7810,Tony Scheffler,TE,4.9
3,10,3664,Terrell Owens,BN,10.0
3,10,5036,Thomas Jones,BN,11.7
3,10,6840,Chris Cooley,BN,0.0
3,10,8256,Calvin Johnson,BN,12.4
3,10,1025,Brett Favre,BN,16.66
3,10,7108,Earnest Graham,BN,2.1
3,10,549,John Carney,K,0.0
3,10,100002,Buffalo,DEF,1.0
3,11,6849,Matt Schaub,QB,18.2
3,11,6762,Larry Fitzgerald,WR,16.7
3,11,6591,Kevin Walter,WR,6.6
3,11,8951,Josh Morgan,WR,1.8
3,11,8504,Ahmad Bradshaw,RB,3.4
3,11,5036,Thomas Jones,RB,10.3
3,11,7810,Tony Scheffler,TE,1.7
3,11,7178,Ronnie Brown,BN,0.0
3,11,3664,Terrell Owens,BN,28.2
3,11,6840,Chris Cooley,BN,0.0
3,11,8256,Calvin Johnson,BN,23.6
3,11,1025,Brett Favre,BN,20.52
3,11,7108,Earnest Graham,BN,6.2
3,11,549,John Carney,K,2.0
3,11,100002,Buffalo,DEF,7.0
3,12,6849,Matt Schaub,QB,13.96
3,12,6762,Larry Fitzgerald,WR,5.4
3,12,6591,Kevin Walter,WR,11.1
3,12,3664,Terrell Owens,WR,16.1
3,12,5036,Thomas Jones,RB,14.1
3,12,6359,Willis McGahee,RB,6.4
3,12,7810,Tony Scheffler,TE,7.3
3,12,8504,Ahmad Bradshaw,BN,0.0
3,12,8951,Josh Morgan,BN,7.3
3,12,6840,Chris Cooley,BN,0.0
3,12,8256,Calvin Johnson,BN,6.0
3,12,1025,Brett Favre,BN,24.68
3,12,7108,Earnest Graham,BN,2.0
3,12,549,John Carney,K,0.0
3,12,100002,Buffalo,DEF,10.0
4,1,8780,Matt Ryan,QB,14.76
4,1,4262,Randy Moss,WR,20.1
4,1,5652,T.J. Houshmandzadeh,WR,7.8
4,1,6772,Lee Evans,WR,4.0
4,1,8801,Chris Johnson,RB,7.3
4,1,8063,Fred Jackson,RB,20.5
4,1,6765,Kellen Winslow,TE,10.2
4,1,7794,LenDale White,BN,3.8
4,1,8266,Marshawn Lynch,BN,0.0
4,1,8263,Ted Ginn Jr.,BN,4.5
4,1,9293,Hakeem Nicks,BN,2.8
4,1,7866,Leon Washington,BN,10.4
4,1,6169,Shaun Hill,BN,9.36
4,1,8432,Nick Folk,K,6.0
4,1,100024,San Diego,DEF,8.0
4,2,8780,Matt Ryan,QB,17.1
4,2,4262,Randy Moss,WR,4.4
4,2,5652,T.J. Houshmandzadeh,WR,8.2
4,2,6772,Lee Evans,WR,7.7
4,2,8801,Chris Johnson,RB,44.9
4,2,8063,Fred Jackson,RB,19.8
4,2,6765,Kellen Winslow,TE,16.5
4,2,7794,LenDale White,BN,2.5
4,2,8266,Marshawn Lynch,BN,0.0
4,2,8263,Ted Ginn Jr.,BN,16.3
4,2,9293,Hakeem Nicks,BN,0.0
4,2,7866,Leon Washington,BN,6.6
4,2,6169,Shaun Hill,BN,7.46
4,2,3565,Joe Nedney,K,7.0
4,2,100024,San Diego,DEF,2.0
4,3,8780,Matt Ryan,QB,7.86
4,3,4262,Randy Moss,WR,16.6
4,3,6772,Lee Evans,WR,5.1
4,3,8263,Ted Ginn Jr.,WR,0.0
4,3,8801,Chris Johnson,RB,11.0
4,3,8063,Fred Jackson,RB,11.7
4,3,6765,Kellen Winslow,TE,2.9
4,3,5652,T.J. Houshmandzadeh,BN,3.5
4,3,7794,LenDale White,BN,6.7
4,3,8266,Marshawn Lynch,BN,0.0
4,3,9293,Hakeem Nicks,BN,0.0
4,3,7866,Leon Washington,BN,5.7
4,3,6169,Shaun Hill,BN,12.8
4,3,3565,Joe Nedney,K,2.0
4,3,100024,San Diego,DEF,9.0
4,4,6169,Shaun Hill,QB,11.88
4,4,4262,Randy Moss,WR,10.5
4,4,6772,Lee Evans,WR,7.0
4,4,5652,T.J. Houshmandzadeh,WR,14.3
4,4,8801,Chris Johnson,RB,10.9
4,4,8063,Fred Jackson,RB,8.3
4,4,6765,Kellen Winslow,TE,3.1
4,4,8780,Matt Ryan,BN,0.0
4,4,8263,Ted Ginn Jr.,BN,3.1
4,4,7794,LenDale White,BN,1.4
4,4,8266,Marshawn Lynch,BN,7.2
4,4,9293,Hakeem Nicks,BN,9.9
4,4,7866,Leon Washington,BN,6.1
4,4,3565,Joe Nedney,K,0.0
4,4,100024,San Diego,DEF,3.0
4,5,8780,Matt Ryan,QB,22.46
4,5,4262,Randy Moss,WR,4.1
4,5,6772,Lee Evans,WR,2.1
4,5,5652,T.J. Houshmandzadeh,WR,18.2
4,5,8801,Chris Johnson,RB,5.3
4,5,8063,Fred Jackson,RB,5.7
4,5,6765,Kellen Winslow,TE,22.7
4,5,6169,Shaun Hill,BN,12.22
4,5,8263,Ted Ginn Jr.,BN,10.7
4,5,7794,LenDale White,BN,5.1
4,5,8266,Marshawn Lynch,BN,15.5
4,5,9293,Hakeem Nicks,BN,10.9
4,5,7866,Leon Washington,BN,6.2
4,5,3565,Joe Nedney,K,2.0
4,5,100024,San Diego,DEF,0.0
4,6,8780,Matt Ryan,QB,12.2
4,6,4262,Randy Moss,WR,28.9
4,6,5652,T.J. Houshmandzadeh,WR,5.4
4,6,9293,Hakeem Nicks,WR,17.9
4,6,8801,Chris Johnson,RB,12.8
4,6,8063,Fred Jackson,RB,5.2
4,6,6765,Kellen Winslow,TE,4.4
4,6,6772,Lee Evans,BN,12.8
4,6,6169,Shaun Hill,BN,0.0
4,6,8263,Ted Ginn Jr.,BN,0.0
4,6,7794,LenDale White,BN,-0.5
4,6,8266,Marshawn Lynch,BN,8.2
